30:85:a9:2f:00:af,UP,2015/12/18/23/49/17
30:85:a9:2f:00:af,ROLL,2015/12/18/23/49/22
ac:22:0b:5c:8c:0c,HIDE,2015/12/18/23/49/22
30:85:a9:2f:00:af,DOWN,2015/12/18/23/49/26
ac:22:0b:5c:8c:0c,HIDE,2015/12/18/23/49/30
30:85:a9:2f:00:af,ROLL,2015/12/18/23/49/35
ac:22:0b:5c:8c:0c,HIDE,2015/12/18/23/49/34
ac:22:0b:5c:8c:0c,ROLL,2015/12/18/23/49/58
30:85:a9:2f:00:af,ROLL,2015/12/18/23/49/59
ac:22:0b:5c:8c:0c,SLASH,2015/12/18/23/50/16
30:85:a9:2f:00:af,ROLL,2015/12/18/23/50/20
30:85:a9:2f:00:af,DOWN,2015/12/18/23/50/42
30:85:a9:2f:00:af,SLASH,2015/12/18/23/50/44
30:85:a9:2f:00:af,ROLL,2015/12/18/23/50/47
30:85:a9:2f:00:af,SLASH,2015/12/18/23/50/49
ac:22:0b:5c:8c:0c,HIDE,2015/12/18/23/50/49
30:85:a9:2f:00:af,ROLL,2015/12/18/23/50/54
ac:22:0b:5c:8c:0c,UP,2015/12/18/23/50/53
30:85:a9:2f:00:af,SLASH,2015/12/18/23/50/56
ac:22:0b:5c:8c:0c,UP,2015/12/18/23/50/56
30:85:a9:2f:00:af,UP,2015/12/18/23/51/01
ac:22:0b:5c:8c:0c,ROLL,2015/12/18/23/51/02
30:85:a9:2f:00:af,ROLL,2015/12/18/23/51/18
ac:22:0b:5c:8c:0c,DOWN,2015/12/18/23/51/18
30:85:a9:2f:00:af,UP,2015/12/18/23/51/28
ac:22:0b:5c:8c:0c,SLASH,2015/12/18/23/51/28
30:85:a9:2f:00:af,UP,2015/12/18/23/51/31
30:85:a9:2f:00:af,UP,2015/12/18/23/51/35
ac:22:0b:5c:8c:0c,UP,2015/12/18/23/51/35
30:85:a9:2f:00:af,UP,2015/12/18/23/51/39
ac:22:0b:5c:8c:0c,UP,2015/12/18/23/51/40
ac:22:0b:5c:8c:0c,UP,2015/12/18/23/51/44
30:85:a9:2f:00:af,ROLL,2015/12/18/23/51/46
30:85:a9:2f:00:af,ROLL,2015/12/18/23/51/49
30:85:a9:2f:00:af,ROLL,2015/12/18/23/51/53
ac:22:0b:5c:8c:0c,HIDE,2015/12/18/23/51/55
30:85:a9:2f:00:af,HIDE,2015/12/18/23/51/55
30:85:a9:2f:00:af,HIDE,2015/12/18/23/51/58
30:85:a9:2f:00:af,SLASH,2015/12/18/23/51/59
ac:22:0b:5c:8c:0c,HIDE,2015/12/18/23/51/59
30:85:a9:2f:00:af,ROLL,2015/12/18/23/52/04
30:85:a9:2f:00:af,ROLL,2015/12/18/23/52/18
30:85:a9:2f:00:af,ROLL,2015/12/18/23/52/31
30:85:a9:2f:00:af,SLASH,2015/12/18/23/52/33
30:85:a9:2f:00:af,SLASH,2015/12/18/23/52/36
ac:22:0b:5c:8c:0c,UP,2015/12/18/23/52/36
30:85:a9:2f:00:af,DOWN,2015/12/18/23/52/40
ac:22:0b:5c:8c:0c,UP,2015/12/18/23/52/40
ac:22:0b:5c:8c:0c,SLASH,2015/12/18/23/52/43
30:85:a9:2f:00:af,ROLL,2015/12/18/23/52/44
30:85:a9:2f:00:af,SLASH,2015/12/18/23/52/47
ac:22:0b:5c:8c:0c,UP,2015/12/18/23/52/47
30:85:a9:2f:00:af,SLASH,2015/12/18/23/52/50
ac:22:0b:5c:8c:0c,UP,2015/12/18/23/52/50
